description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
5 Socket	1				0	16	369	944		2	2han,set	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	2han,set	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
1 Socket																																																																																																									0
Rings	0				0	16	369	1000		2	ring,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
Amulet	0				0	16	369	1000		2	amu,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket Belts																																																																																																									0
1 Socket	0				0	16	369	895		2	belt,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	1000		2	belt,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket Gloves																																																																																																									0
1 Socket	0				0	16	369	804		2	glov,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	glov,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	glov,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Boots																																																																																																									0
1 Socket	0				0	16	369	804		2	boot,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	boot,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	boot,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Helm																																																																																																									0
1 Socket	1				0	16	369	804		2	helm,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	helm,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	helm,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	tors,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	tors,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Shield																																																																																																									0
1 Socket	1				0	16	369	804		2	shld,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	shld,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	shld,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket Weapons																																																																																																									0
1 Socket	1				0	16	369	580		2	weap,set	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	804		2	weap,set	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	916		2	weap,set	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	1000		2	weap,set	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
																																																																																																									0
UNIQUE CORRUPTIONS ----------------																																																																																																									0
																																																																																																									0
Unique Corruptor	1				0	18	369	0		2	armo,uni	dsd						useitem				corruption2			1	1000																					dsd																																																										0
Unique Corruptor	1				0	18	369	0		2	weap,uni	dsd						useitem				corruption2			1	1000																					dsd																																																										0
Unique Corruptor	1				0	18	369	0		2	ring,uni	dsd						useitem				corruption2			1	1000																					dsd																																																										0
Unique Corruptor	1				0	18	369	0		2	amul,uni	dsd						useitem				corruption2			1	1000																					dsd																																																										0
Brick	1				0	16	369	300		2	armo,uni	dsd						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											dsd																																																										0
Brick	1				0	16	369	300		2	weap,uni	dsd						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											dsd																																																										0
Brick	1				0	16	369	300		2	ring,uni	dsd						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											dsd																																																										0
Brick	1				0	16	369	300		2	amul,uni	dsd						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											dsd																																																										0
																																																																																																									0
Dragonscale	1				0	18	369	1000		2	Dragonscale	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Spirit Ward	1				0	18	369	1000		2	Spirit Ward	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Ravenlore	1				0	18	369	1000		2	Ravenlore	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Steel Carapace	1				0	18	369	1000		2	Steel Carapice	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Stone Crusher	1				0	18	369	1000		2	Stone Crusher	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Schaefer's Hammer	1				0	18	369	1000		2	Schaefer's Hammer	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Fleshripper	1				0	18	369	1000		2	Fleshripper	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Gut Siphon	1				0	18	369	1000		2	Gutsiphon	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Frostwind	1				0	18	369	1000		2	Frostwind	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Messerschmidt's Reaver	1				0	18	369	1000		2	Messerschmidt's Reaver	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Giant Skull	1				0	18	369	1000		2	Giantskull	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Gargoyle's Bite	1				0	18	369	1000		2	Gargoyle's Bite	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Steel Pillar	1				0	18	369	1000		2	Steelpillar	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Death's Web	1				0	18	369	1000		2	Deaths's Web	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																													r33																													0
Earth Shifter	1				0	18	369	1000		2	Earthshifter	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
The Cranium Basher	1				0	18	369	1000		2	Dragonscale	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Templar's Might	1				0	18	369	1000		2	Templar's Might	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Tyrael's Might	1				0	18	369	1000		2	Tyrael's Might	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Steelrend	1				0	18	369	1000		2	Steelrend	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Shadow Dancer	1				0	18	369	1000		2	Shadowdancer	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Ghostflame	1				0	18	369	1000		2	Ghostflame	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Windforce	1				0	18	369	1000		2	Windforce	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Executioner's Justice	1				0	18	369	1000		2	Executioner's Justice	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Stormspire	1				0	18	369	1000		2	Stormspire	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Death's Fathom	1				0	18	369	1000		2	Fathom	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Griffon's Eye	1				0	18	369	1000		2	Griffon's Eye	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Crown of Ages	1				0	18	369	1000		2	Crown of Ages	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
The Grandfather	1				0	18	369	1000		2	The Grandfather	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Astreon's Iron Ward	1				0	18	369	1000		2	Ironward	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Darkforce Spawn	1				0	18	369	1000		2	Darkforge Spawn	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Death Cleaver	1				0	18	369	1000		2	Deathcleaver	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Mang Song's Lesson	1				0	18	369	1000		2	Mang Song's Lesson	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
																																																																																																									0
6 Socket Bows																																																																																																									0
1 Socket	1				0	16	369	468		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	bow,uni	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
6 Socket Crossbows																																																																																																									0
1 Socket	1				0	16	369	468		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	xbow,uni	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
2 Handed Sockets																																																																																																									0
1 Socket	1				0	16	369	468		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	2han,uni	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
1 Socket																																																																																																									0
Rings	0				0	16	369	1000		2	ring,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
Amulet	0				0	16	369	1000		2	amu,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket Belts																																																																																																									0
1 Socket	0				0	16	369	895		2	belt,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	1000		2	belt,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket Gloves																																																																																																									0
1 Socket	0				0	16	369	804		2	glov,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	glov,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	glov,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Boots							369																																																																																																		0
1 Socket	0				0	16	369	804		2	boot,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	boot,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	boot,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Helm										2																																																																																															0
1 Socket	1				0	16	369	804		2	helm,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	helm,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	helm,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	tors,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	tors,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Shield																																																																																																									0
1 Socket	1				0	16	369	804		2	shld,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	shld,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	shld,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket Weapons	0																																																																																																								0
1 Socket	1				0	16	369	580		2	weap,uni	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	804		2	weap,uni	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	916		2	weap,uni	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	1000		2	weap,uni	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
																																																																																																									0
CRAFT CORRUPTIONS ----------------	0																																																																																																								0
	0																																																																																																								0
Craft Corruptor	1				0	18	369	0		2	any,crf	dsd						useitem				corruption2			1	1000																					dsd																																																										0
Brick	1				0	16	369	300		2	any,crf	dsd						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											dsd																																																										0
6 Socket Bows	0																																																																																																								0
1 Socket	1				0	16	369	468		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	bow,crf	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
6 Socket Crossbows	0																																																																																																								0
1 Socket	1				0	16	369	468		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	xbow,crf	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
2 Handed Sockets	0																																																																																																								0
1 Socket	1				0	16	369	468		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	622		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	748		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	860		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
5 Socket	1				0	16	369	944		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1											dsd																																																										0
6 Socket	1				0	16	369	1000		2	2han,crf	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																																																										0
1 Socket	0																																																																																																								0
Rings	0				0	16	369	1000		2	ring,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
Amulet	0				0	16	369	1000		2	amu,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket Belts	0																																																																																																								0
1 Socket	0				0	16	369	895		2	belt,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	1000		2	belt,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket Gloves																																																																																																									0
1 Socket	0				0	16	369	804		2	glov,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	glov,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	glov,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Boots																																																																																																									0
1 Socket	0				0	16	369	804		2	boot,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	0				0	16	369	944		2	boot,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	0				0	16	369	1000		2	boot,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Helm																																																																																																									0
1 Socket	1				0	16	369	804		2	helm,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	helm,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	helm,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	tors,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	tors,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
3 Socket Shield							369																																																																																																		0
1 Socket	1				0	16	369	804		2	shld,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	944		2	shld,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	1000		2	shld,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket Weapons	0																																																																																																								0
1 Socket	1				0	16	369	580		2	weap,crf	dsd						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1											dsd																																																										0
2 Socket	1				0	16	369	804		2	weap,crf	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																																																										0
3 Socket	1				0	16	369	916		2	weap,crf	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																																																										0
4 Socket	1				0	16	369	1000		2	weap,crf	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																																																										0
																																																																																																									0
TRANSMOGIFY																																																																																																									0
White	1				100	16	373	0		2	tors	dw1						useitem	99		99	state		233	1	1	dyewhite1			1	1	dyed1			1	1																																																																					0
Black	1				100	16	373	0		2	tors	db1						useitem	99		99	state		234	1	1	dyeblack1			1	1	dyed1			1	1																																																																					0
Remove White	1				100	18	371	1		2	tors	1dr						useitem	99		99	state		233	-1	-1	dyewhite1			-1	-1	dyed1			-1	-1																																																																					0
Remove Black	1				100	18	372	1		2	tors	1dr						useitem	99		99	state		234	-1	-1	dyeblack1			-1	-1	dyed1			-1	-1																																																																					0
White	1				100	16	373	0		2	helm	dw1						useitem	99		99	state		235	1	1	dyewhite1			1	1	dyed1			1	1																																																																					0
Black	1				100	16	373	0		2	helm	db1						useitem	99		99	state		236	1	1	dyeblack1			1	1	dyed1			1	1																																																																					0
Remove White	1				100	18	371	1		2	helm	1dr						useitem	99		99	state		235	-1	-1	dyewhite1			-1	-1	dyed1			-1	-1																																																																					0
Remove Black	1				100	18	372	1		2	helm	1dr						useitem	99		99	state		236	-1	-1	dyeblack1			-1	-1	dyed1			-1	-1																																																																					0
White	1				100	16	373	0		2	shld	dw1						useitem	99		99	state		237	1	1	dyewhite1			1	1	dyed1			1	1																																																																					0
Black	1				100	16	373	0		2	shld	db1						useitem	99		99	state		238	1	1	dyeblack1			1	1	dyed1			1	1																																																																					0
Remove White	1				100	18	371	1		2	shld	1dr						useitem	99		99	state		237	-1	-1	dyewhite1			-1	-1	dyed1			-1	-1																																																																					0
Remove Black	1				100	18	372	1		2	shld	1dr						useitem	99		99	state		238	-1	-1	dyeblack1			-1	-1	dyed1			-1	-1																																																																					0
White	1				100	16	373	0		2	weap	dw1						useitem	99		99	state		239	1	1	dyewhite1			1	1	dyed1			1	1																																																																					0
Black	1				100	16	373	0		2	weap	db1						useitem	99		99	state		240	1	1	dyeblack1			1	1	dyed1			1	1																																																																					0
Remove White	1				100	18	371	1		2	weap	1dr						useitem	99		99	state		239	-1	-1	dyewhite1			-1	-1	dyed1			-1	-1																																																																					0
Remove Black	1				100	18	372	1		2	weap	1dr						useitem	99		99	state		240	-1	-1	dyeblack1			-1	-1	dyed1			-1	-1																																																																					0
SPLASH CHARM UPGRADES WIP																																																																																																									0
UPGRADE SPLASH CHARM TIER - T1 Splash Charm & El-Rune = T2 Splash Charm	0				100	15	386	1		2	Ravaging T1	r01						Ravaging T2	3		99																										Ravaging T2	3																																																									0
UPGRADE SPLASH CHARM TIER - T2 Splash Charm & Nef-Rune  = T3 Splash Charm	0				100	15	386	1		2	Ravaging T2	r04						Ravaging T3	11		99																										Ravaging T3	11																																																									0
UPGRADE SPLASH CHARM TIER - T3 Splash Charm & Sol-Rune & Flawless Skull = T4 Splash Charm	0				100	15	386	1		3	Ravaging T3	r12	1kl					Ravaging T4	21		99																										Ravaging T4	21																																																									0
UPGRADE SPLASH CHARM TIER - T4 Splash Charm & Hel-Rune & Flawless Skull = T5 Splash Charm	0				100	15	386	1		3	Ravaging T4	r15	1kl					Ravaging T5	29		99																										Ravaging T5	29																																																									0
UPGRADE SPLASH CHARM TIER - T5 Splash Charm & Fal-Rune & Perfect Skull = T6 Splash Charm	0				100	15	386	1		3	Ravaging T5	r19	1kz					Ravaging T6	35		99																										Ravaging T6	35																																																									0
UPGRADE SPLASH CHARM TIER - T6 Splash Charm & Pul-Rune & Eth-Rune & Perfect Skull = T7 Splash Charm	0				100	15	386	1		3	Ravaging T6	r21	r05					Ravaging T7	41		99																										Ravaging T7	41																																																									0
UPGRADE SPLASH CHARM TIER - T7 Splash Charm & Mal-Rune & Tal-Rune & Perfect Skull = T8 Splash Charm	0				100	15	386	1		3	Ravaging T7	r23	r07					Ravaging T8	45		99																										Ravaging T8	45																																																									0
UPGRADE SPLASH CHARM TIER - T8 Splash Charm & Ohm-Rune & Ral-Rune & Charsi Malus & Larzuk Malus = T9 Splash Charm	0				100	15	386	1		5	Ravaging T8	r27	r08	mls	lmr			Ravaging T9	49		99																										Ravaging T9	49																																																									0
																																																																																																									0
Add Rune - El	1			100					2	y01	r01						useitem				RB-Low			1	1																																																																															0	0
