ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
G406	G406			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev50				
G407	G407			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev51				
G408	G408			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev52				
G409	G409			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev53				
G410	G410			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev54				
G411	G411			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev55				
G412	G412			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev56				
G413	G413			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev57				
G414	G414			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev58				
G415	G415			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev59				
G416	G416			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev60				
G417	G417			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev61				
G418	G418			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev62				
G419	G419			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 209 lev63				
G420	G420			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev0				
G421	G421			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev1				
G422	G422			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev2				
G423	G423			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev3				
G424	G424			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev4				
G425	G425			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev5				
G426	G426			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev6				
G427	G427			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev7				
G428	G428			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev8				
G429	G429			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev9				
G430	G430			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev10				
G431	G431			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev11				
G432	G432			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev12				
G433	G433			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev13				
G434	G434			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev14				
G435	G435			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev15				
G436	G436			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev16				
G437	G437			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev17				
G438	G438			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev18				
G439	G439			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev19				
G440	G440			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev20				
G441	G441			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev21				
G442	G442			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev22				
G443	G443			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev23				
G444	G444			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev24				
G445	G445			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev25				
G446	G446			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev26				
G447	G447			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev27				
G448	G448			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev28				
G449	G449			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev29				
G450	G450			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev30				
G451	G451			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev31				
G452	G452			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev32				
G453	G453			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev33				
G454	G454			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev34				
G455	G455			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev35				
G456	G456			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev36				
G457	G457			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev37				
G458	G458			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev38				
G459	G459			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev39				
G460	G460			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev40				
G461	G461			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev41				
G462	G462			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev42				
G463	G463			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev43				
G464	G464			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev44				
G465	G465			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev45				
G466	G466			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev46				
G467	G467			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev47				
G468	G468			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev48				
G469	G469			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev49				
G470	G470			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev50				
G471	G471			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev51				
G472	G472			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev52				
G473	G473			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev53				
G474	G474			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev54				
G475	G475			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev55				
G476	G476			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev56				
G477	G477			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev57				
G478	G478			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev58				
G479	G479			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev59				
G480	G480			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev60				
G481	G481			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev61				
G482	G482			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev62				
G483	G483			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 210 lev63				
G484	G484			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev0				
G485	G485			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev1				
G486	G486			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev2				
G487	G487			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev3				
G488	G488			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev4				
G489	G489			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev5				
G490	G490			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev6				
G491	G491			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev7				
G492	G492			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev8				
G493	G493			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev9				
G494	G494			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev10				
G495	G495			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev11				
G496	G496			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev12				
G497	G497			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev13				
G498	G498			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev14				
G499	G499			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev15				
G500	G500			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev16				
G501	G501			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev17				
G502	G502			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev18				
G503	G503			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev19				
G504	G504			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev20				
G505	G505			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev21				
G506	G506			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev22				
G507	G507			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev23				
G508	G508			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev24				
G509	G509			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev25				
G510	G510			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev26				
G511	G511			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev27				
G512	G512			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev28				
G513	G513			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev29				
G514	G514			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev30				
G515	G515			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev31				
G516	G516			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev32				
G517	G517			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev33				
G518	G518			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev34				
G519	G519			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev35				
G520	G520			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev36				
G521	G521			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev37				
G522	G522			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev38				
G523	G523			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev39				
G524	G524			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev40				
G525	G525			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev41				
G526	G526			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev42				
G527	G527			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev43				
G528	G528			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev44				
G529	G529			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev45				
G530	G530			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev46				
G531	G531			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev47				
G532	G532			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev48				
G533	G533			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev49				
G534	G534			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev50				
G535	G535			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev51				
G536	G536			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev52				
G537	G537			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev53				
G538	G538			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev54				
G539	G539			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev55				
G540	G540			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev56				
G541	G541			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev57				
G542	G542			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev58				
G543	G543			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev59				
G544	G544			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev60				
G545	G545			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev61				
G546	G546			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev62				
G547	G547			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 211 lev63				
G548	G548			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev0				
G549	G549			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev1				
G550	G550			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev2				
G551	G551			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev3				
G552	G552			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev4				
G553	G553			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev5				
G554	G554			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev6				
G555	G555			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev7				
G556	G556			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev8				
G557	G557			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev9				
G558	G558			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev10				
G559	G559			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev11				
G560	G560			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev12				
G561	G561			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev13				
G562	G562			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev14				
G563	G563			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev15				
G564	G564			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev16				
G565	G565			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev17				
G566	G566			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev18				
G567	G567			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev19				
G568	G568			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev20				
G569	G569			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev21				
G570	G570			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev22				
G571	G571			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev23				
G572	G572			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev24				
G573	G573			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev25				
G574	G574			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev26				
G575	G575			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev27				
G576	G576			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev28				
G577	G577			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev29				
G578	G578			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev30				
G579	G579			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev31				
G580	G580			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev32				
G581	G581			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev33				
G582	G582			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev34				
G583	G583			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev35				
G584	G584			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev36				
G585	G585			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev37				
G586	G586			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev38				
G587	G587			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev39				
G588	G588			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev40				
G589	G589			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev41				
G590	G590			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev42				
G591	G591			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev43				
G592	G592			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev44				
G593	G593			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev45				
G594	G594			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev46				
G595	G595			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev47				
G596	G596			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev48				
G597	G597			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev49				
G598	G598			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev50				
G599	G599			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev51				
G600	G600			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev52				
G601	G601			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev53				
G602	G602			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev54				
G603	G603			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev55				
G604	G604			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev56				
G605	G605			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev57				
G606	G606			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev58				
G607	G607			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev59				
G608	G608			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev60				
G609	G609			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev61				
G610	G610			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev62				
G611	G611			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 212 lev63				
G612	G612			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev0				
G613	G613			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev1				
G614	G614			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev2				
G615	G615			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev3				
G616	G616			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev4				
G617	G617			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev5				
G618	G618			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev6				
G619	G619			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev7				
G620	G620			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev8				
G621	G621			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev9				
G622	G622			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev10				
G623	G623			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev11				
G624	G624			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev12				
G625	G625			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev13				
G626	G626			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev14				
G627	G627			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev15				
G628	G628			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev16				
G629	G629			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev17				
G630	G630			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev18				
G631	G631			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev19				
G632	G632			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev20				
G633	G633			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev21				
G634	G634			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev22				
G635	G635			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev23				
G636	G636			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev24				
G637	G637			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev25				
G638	G638			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev26				
G639	G639			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev27				
G640	G640			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev28				
G641	G641			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev29				
G642	G642			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev30				
G643	G643			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev31				
G644	G644			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev32				
G645	G645			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev33				
G646	G646			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev34				
G647	G647			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev35				
G648	G648			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev36				
G649	G649			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev37				
G650	G650			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev38				
G651	G651			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev39				
G652	G652			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev40				
G653	G653			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev41				
G654	G654			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev42				
G655	G655			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev43				
G656	G656			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev44				
G657	G657			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev45				
G658	G658			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev46				
G659	G659			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev47				
G660	G660			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev48				
G661	G661			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev49				
G662	G662			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev50				
G663	G663			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev51				
G664	G664			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev52				
G665	G665			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev53				
G666	G666			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev54				
G667	G667			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev55				
G668	G668			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev56				
G669	G669			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 213 lev57				
