index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
1167	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1168	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1169	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1170	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1171	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1172	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1173	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1174	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1175	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1176	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1177	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1178	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1179	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1180	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1181	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1182	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1183	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1184	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1185	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1186	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
1187	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1188	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1189	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1190	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1191	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1192	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1193	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1194	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1195	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1196	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1197	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1198	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1199	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1200	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1201	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1202	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1203	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1204	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1205	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1206	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1207	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
1208	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1209	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
1210	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1211	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
1212	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
1213	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
1214	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1215	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
1216	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1217	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
1218	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
1219	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1220	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1221	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
1222	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
1223	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1224	wizardspike					knife/dagger	knife/dagger	knife/dagger
1225	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1226	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1227	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1228	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
1229	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
1230	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
1231	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
1232	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
1233	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
1234	dwarf_star					ring/ring	ring/ring	ring/ring
1235	raven_frost					ring/ring	ring/ring	ring/ring
1236	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
1237	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
1238	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
1239	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1240	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1241	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
1242	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
1243	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1244	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1245	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
1246	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
1247	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1248	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
1249	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1250	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
1251	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
1252	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
1253	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1254	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
1255	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1256	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1257	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1258	natures_peace					ring/ring	ring/ring	ring/ring
1259	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
1260	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
1261	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1262	horizons_tornado					mace/flail	mace/flail	mace/flail
1263	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1264	jadetalon					h2h/katar	h2h/katar	h2h/katar
1265	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
1266	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
1267	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1268	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
1269	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
1270	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
1271	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
1272	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
1273	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
1274	wisp					ring/ring	ring/ring	ring/ring
1275	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
1276	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
1277	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
1278	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1279	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
1280	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
1281	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
1282	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
1283	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
1284	alma_negra					shield/rondache	shield/rondache	shield/rondache
1285	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
1286	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
1287	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
1288	ghostflame					knife/blade	knife/stormspike	knife/blade
1289	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
1290	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
1291	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
1292	windhammer					hammer/maul	hammer/maul	hammer/maul
1293	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
1294	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
1295	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
1296	steelpillar					spear/pike	spear/pike	spear/pike
1297	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
1298	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
1299	andariels_visage					helmet/mask	helmet/mask	helmet/mask
1300	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
1301	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1302	medusas_gaze					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1303	ravenlore					pelt/falcon_mask	pelt/falcon_mask	pelt/falcon_mask
1304	boneshade					wand/gravenspine	wand/gravenspine	wand/gravenspine
1305	flamebellow					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1306	fathom					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
1307	wolfhowl					helmet/fanged_helm	helmet/fanged_helm	helmet/fanged_helm
1308	spirit_ward					shield/the_ward	shield/the_ward	shield/the_ward
1309	kiras_guardian					circlet/tiara	circlet/tiara	circlet/diadem
1310	ormus_robes					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1311	gheeds_fortune					charm/charm_large	charm/charm_large	charm/charm_large
1312	stormlash					mace/flail	mace/flail	mace/flail
1313	halaberds_reign					helmet/assault_helmet	helmet/assault_helmet	helmet/assault_helmet
1314	spike_thorn					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1315	draculs_grasp					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1316	frostwind					sword/hellplague	sword/hellplague	sword/hellplague
1317	templars_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
1318	eschutas_temper					orb/sacred_globe	orb/sacred_globe	orb/sacred_globe
1319	firelizards_talons					h2h/claws	h2h/claws	h2h/claws
1320	sandstorm_trek					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1321	marrowwalk					boot/chain_boots	boot/chain_boots	boot/chain_boots
1322	heavens_light					scepter/scepter	scepter/scepter	scepter/scepter
1323	arachnid_mesh					belt/sash_l	belt/sash_l	belt/sash_l
1324	nosferatus_coil					belt/light_belt	belt/light_belt	belt/light_belt
1325	metalgrid					amulet/amulet	amulet/amulet	amulet/amulet
1326	verdugos_hearty_cord					belt/belt_m	belt/belt_m	belt/belt_m
1327	carrion_wind					ring/ring	ring/ring	ring/ring
1328	giantskull					helmet/bone_helm	helmet/bone_helm	helmet/bone_helm
1329	ironward					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1330	annihilus					quest/mephisto_soul_stone	quest/mephisto_soul_stone	quest/mephisto_soul_stone
1331	ariocs_needle					spear/spear	spear/spear	spear/spear
1332	cranebeak					axe/mindrend	axe/mindrend	axe/mindrend
1333	nords_tenderizer					club/felloak	club/felloak	club/felloak
1334	earthshifter					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
1335	wraithflight					javelin/glaive	javelin/glaive	javelin/glaive
1336	bonehew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1337	ondals_wisdom					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1338	the_reedeemer					scepter/scepter	scepter/scepter	scepter/scepter
1339	headhunters_glory					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1340	steelrend					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1341	rainbow_facet					gem/perfect_diamond	gem/perfect_diamond	gem/perfect_diamond
1342	hellfire_torch					torch/torch	torch/torch	torch/torch
1343	cold_rupture					charm/charm_large	charm/charm_large	charm/charm_large
1344	flame_rift					charm/charm_large	charm/charm_large	charm/charm_large
1345	crack_of_the_heavens					charm/charm_large	charm/charm_large	charm/charm_large
1346	rotting_fissure					charm/charm_large	charm/charm_large	charm/charm_large
1347	bone_break					charm/charm_large	charm/charm_large	charm/charm_large
1348	black_cleft					charm/charm_large	charm/charm_large	charm/charm_large
1349	gheeds_wager					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
