description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
4 Socket	1				0	16	369	860		2	2han,rar	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	2han,rar	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	2han,rar	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
1 Socket																																																																																																									0
Rings	1				0	16	369	1000		2	ring,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
Amulet	1				0	16	369	1000		2	amu,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket Belts																																																																																																									0
1 Socket	1				0	16	369	895		2	belt,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	1000		2	belt,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket Gloves																																																																																																									0
1 Socket	1				0	16	369	804		2	glov,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	glov,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	glov,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Boots																																																																																																									0
1 Socket	1				0	16	369	804		2	boot,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	boot,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	boot,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Helm																																																																																																									0
1 Socket	1				0	16	369	804		2	helm,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	helm,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	helm,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	tors,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	tors,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Shield																																																																																																									0
1 Socket	1				0	16	369	804		2	shld,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	shld,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	shld,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket Weapons																																																																																																									0
1 Socket	1				0	16	369	580		2	weap,rar	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	804		2	weap,rar	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	916		2	weap,rar	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	1000		2	weap,rar	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
																																																																																																									0
SET CORRUPTIONS ----------------																																																																																																									0
																																																																																																									0
Set Corruptor	1				0	18	369	0		2	any,set	std						useitem				corruption2			1	1000																					std																																																										0
Brick	1				0	16	369	300		2	any,set	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
6 Socket Bows	0																																																																																																								0
1 Socket	1				0	16	369	468		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	bow,set	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
6 Socket Crossbows																																																																																																									0
1 Socket	1				0	16	369	468		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	xbow,set	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
2 Handed Sockets																																																																																																									0
1 Socket	1				0	16	369	468		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	2han,set	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
1 Socket																																																																																																									0
Rings	1				0	16	369	1000		2	ring,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
Amulet	1				0	16	369	1000		2	amu,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket Belts																																																																																																									0
1 Socket	1				0	16	369	895		2	belt,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	1000		2	belt,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket Gloves																																																																																																									0
1 Socket	1				0	16	369	804		2	glov,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	glov,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	glov,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Boots																																																																																																									0
1 Socket	1				0	16	369	804		2	boot,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	boot,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	boot,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Helm																																																																																																									0
1 Socket	1				0	16	369	804		2	helm,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	helm,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	helm,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	tors,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	tors,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Shield																																																																																																									0
1 Socket	1				0	16	369	804		2	shld,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	shld,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	shld,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket Weapons																																																																																																									0
1 Socket	1				0	16	369	580		2	weap,set	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	804		2	weap,set	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	916		2	weap,set	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	1000		2	weap,set	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
																																																																																																									0
UNIQUE CORRUPTIONS ----------------																																																																																																									0
																																																																																																									0
Unique Corruptor	1				0	18	369	0		2	Annihilus	tds						useitem				corruption2			1	1000																					tds																																																										0
Unique Corruptor	1				0	18	369	0		3	Hellfire Torch	tds,qty=2						useitem				corruption2			1	1000																					tds																													tds																													0
Unique Corruptor	1				0	18	369	0		2	Gheed's Fortune	tds						useitem				corruption2			1	1000																					tds																																																										0
Unique Corruptor	1				0	18	369	0		2	armo,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	weap,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	ring,uni	std						useitem				corruption2			1	1000																					std																																																										0
Unique Corruptor	1				0	18	369	0		2	amul,uni	std						useitem				corruption2			1	1000																					std																																																										0
Brick	1				0	16	369	300		2	Gheed's Fortune	tds						usetype,mag	99			corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	armo,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	weap,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	ring,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Brick	1				0	16	369	300		2	amul,uni	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
Annihilus																																																																																																									0
MF +  GF	1				0	16	369	125		2	Annihilus	tds						useitem			100	corruption2			1001	1001	gold%			10	10	corruption1			1	1	mag%			7	7																																																																0
FHR+ FRW	1				0	16	369	250		2	Annihilus	tds						useitem			100	corruption2			1001	1001	balance2			5	5	corruption1			1	1	move2			5	5																																																																0
Attributes	1				0	16	369	375		2	Annihilus	tds						useitem			100	corruption2			1001	1001	all-stats			5	5	corruption1			1	1																																																																					0
Life + Mana	1				0	16	369	500		2	Annihilus	tds						useitem			100	corruption2			1001	1001	hp			20	20	corruption1			1	1	mana			17	17																																																																0
Increased Attack Speed	1				0	16	369	625		2	Annihilus	tds						useitem			100	corruption2			1001	1001	swing3			5	10	corruption1			1	1																																																																					0
Faster Cast Rate	1				0	16	369	750		2	Annihilus	tds						useitem			100	corruption2			1001	1001	cast2			5	10	corruption1			1	1																																																																					0
All Resistance	1				0	16	369	875		2	Annihilus	tds						useitem			100	corruption2			1001	1001	res-all			5	5	corruption1			1	1																																																																					0
Experience	1				0	16	369	1000		2	Annihilus	tds						useitem			100	corruption2			1001	1001	addxp			5	5	corruption1			1	1																																																																					0
Hellfire Torch																																																																																																									0
Amplify Damage	1				0	16	369	83		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		66	40	22	corruption1			1	1																																																																					0
Lower Resist	1				0	16	369	167		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		91	75	18	corruption1			1	1																																																																					0
Life Tap	1				0	16	369	250		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		82	25	21	corruption1			1	1																																																																					0
Weaken	1				0	16	369	333		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		72	50	18	corruption1			1	1																																																																					0
Decrepify	1				0	16	369	417		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		87	60	20	corruption1			1	1																																																																					0
Bone Armor	1				0	16	369	500		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		68	60	21	corruption1			1	1																																																																					0
Cyclone Armor	1				0	16	369	583		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		235	60	21	corruption1			1	1																																																																					0
Static	1				0	16	369	667		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		42	60	20	corruption1			1	1																																																																					0
Frost Nova	1				0	16	369	750		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	gethit-skill		44	75	24	corruption1			1	1																																																																					0
Prayer	1				0	16	369	833		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	aura		99	31	31	corruption1			1	1																																																																					0
Blessed Aim	1				0	16	369	917		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	aura		113	10	10	corruption1			1	1																																																																					0
Vigor	1				0	16	369	1000		3	Hellfire Torch	tds,qty=2						useitem			100	corruption2			1001	1001	aura		115	10	10	corruption1			1	1																																																																					0
Gheed's Fortune																																																																																																									0
Gheed's Blessing	1				0	16	369	350		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	gold%			20	40	corruption1			1	1	mag%			5	10	cheap			5	5																																																											0
Faster Hit Recovery	1				0	16	369	376		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	balance2			12	12	corruption1			1	1																																																																					0
All Resistances	1				0	16	369	402		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	res-all			15	15	corruption1			1	1																																																																					0
Faster Run/Walk	1				0	16	369	428		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	move2			7	7	corruption1			1	1																																																																					0
Maximum Damage and AR	1				0	16	369	454		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	att			76	76	dmg-max			10	10	corruption1			1	1																																																																0
Bow and Crossbow	1				0	16	369	480		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		0	1	1	corruption1			1	1																																																																					0
Passive and Magic	1				0	16	369	506		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		1	1	1	corruption1			1	1																																																																					0
Jav and Spear	1				0	16	369	532		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		2	1	1	corruption1			1	1																																																																					0
Traps	1				0	16	369	558		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		18	1	1	corruption1			1	1																																																																					0
Martial Arts	1				0	16	369	584		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		20	1	1	corruption1			1	1																																																																					0
Shadow Disciplines	1				0	16	369	610		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		19	1	1	corruption1			1	1																																																																					0
Curses	1				0	16	369	636		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		6	1	1	corruption1			1	1																																																																					0
Necro Summoning Skills	1				0	16	369	662		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		8	1	1	corruption1			1	1																																																																					0
Poison and Bone	1				0	16	369	688		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		7	1	1	corruption1			1	1																																																																					0
Masteries	1				0	16	369	714		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		12	1	1	corruption1			1	1																																																																					0
Barb Combat	1				0	16	369	740		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		13	1	1	corruption1			1	1																																																																					0
Warcries	1				0	16	369	766		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		14	1	1	corruption1			1	1																																																																					0
Offensive Auras	1				0	16	369	792		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		10	1	1	corruption1			1	1																																																																					0
Defensive Auras	1				0	16	369	818		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		11	1	1	corruption1			1	1																																																																					0
Pally Combat	1				0	16	369	844		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		9	1	1	corruption1			1	1																																																																					0
Fire Skills	1				0	16	369	870		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		3	1	1	corruption1			1	1																																																																					0
Lightning Skills	1				0	16	369	896		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		4	1	1	corruption1			1	1																																																																					0
Cold Skills	1				0	16	369	922		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		5	1	1	corruption1			1	1																																																																					0
Druid Summoning	1				0	16	369	948		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		15	1	1	corruption1			1	1																																																																					0
Elemental Skills	1				0	16	369	974		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		17	1	1	corruption1			1	1																																																																					0
Shapeshifting Skills	1				0	16	369	1000		2	Gheed's Fortune	tds						useitem			100	corruption2			1001	1001	skilltab		16	1	1	corruption1			1	1																																																																					0
																																																																																																									0
6 Socket Bows																																																																																																									0
1 Socket	1				0	16	369	468		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	bow,uni	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
6 Socket Crossbows																																																																																																									0
1 Socket	1				0	16	369	468		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	xbow,uni	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
2 Handed Sockets																																																																																																									0
1 Socket	1				0	16	369	468		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	2han,uni	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
1 Socket																																																																																																									0
Rings	1				0	16	369	1000		2	ring,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
Amulet	1				0	16	369	1000		2	amu,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket Belts																																																																																																									0
1 Socket	1				0	16	369	895		2	belt,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	1000		2	belt,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket Gloves																																																																																																									0
1 Socket	1				0	16	369	804		2	glov,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	glov,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	glov,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Boots																																																																																																									0
1 Socket	1				0	16	369	804		2	boot,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	boot,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	boot,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Helm										2																																																																																															0
1 Socket	1				0	16	369	804		2	helm,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	helm,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	helm,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Chest																																																																																																									0
1 Socket	1				0	16	369	804		2	tors,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	tors,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	tors,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
3 Socket Shield																																																																																																									0
1 Socket	1				0	16	369	804		2	shld,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	944		2	shld,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	1000		2	shld,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket Weapons																																																																																																									0
1 Socket	1				0	16	369	580		2	weap,uni	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	804		2	weap,uni	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	916		2	weap,uni	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	1000		2	weap,uni	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
																																																																																																									0
CRAFT CORRUPTIONS ----------------																																																																																																									0
																																																																																																									0
Craft Corruptor	1				0	18	369	0		2	any,crf	std						useitem				corruption2			1	1000																					std																																																										0
Brick	1				0	16	369	300		2	any,crf	std						usetype,rar			100	corruption2			1001	1001						corruption1			1	1											brk																																																										0
6 Socket Bows	0																																																																																																								0
1 Socket	1				0	16	369	468		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	bow,crf	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
6 Socket Crossbows																																																																																																									0
1 Socket	1				0	16	369	468		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
6 Socket	1				0	16	369	1000		2	xbow,crf	std						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1																																																																					0
2 Handed Sockets																																																																																																									0
1 Socket	1				0	16	369	468		2	2han,crf	std						useitem			100	corruption2			1001	1001	sock			1	1	corruption1			1	1																																																																					0
2 Socket	1				0	16	369	622		2	2han,crf	std						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1																																																																					0
3 Socket	1				0	16	369	748		2	2han,crf	std						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1																																																																					0
4 Socket	1				0	16	369	860		2	2han,crf	std						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1																																																																					0
5 Socket	1				0	16	369	944		2	2han,crf	std						useitem			100	corruption2			1001	1001	sock			5	5	corruption1			1	1																																																																					0
